,,,
Source: A&E Datamart,,,
Data from: 1st Janury 2015 - 31st December 2016,,,
Data extracted: 15th November 2017,,,
,,,
Arrival Date,Treatment NHS Board Description - as at date of episode,Treatment Location Name,Number Of Attendances
21-Dec-2015,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,293
21-Dec-2015,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,203
21-Dec-2015,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,154
21-Dec-2015,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,43
21-Dec-2015,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,51
21-Dec-2015,NHS GREATER GLASGOW & CLYDE,WEST GLASGOW,30
21-Dec-2015,NHS HIGHLAND,BELFORD HOSPITAL,21
21-Dec-2015,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,19
21-Dec-2015,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,19
21-Dec-2015,NHS HIGHLAND,RAIGMORE HOSPITAL,95
21-Dec-2015,NHS LANARKSHIRE,HAIRMYRES HOSPITAL,162
21-Dec-2015,NHS LANARKSHIRE,MONKLANDS DISTRICT GENERAL HOSPITAL,199
21-Dec-2015,NHS LANARKSHIRE,WISHAW GENERAL HOSPITAL,183
21-Dec-2015,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),140
21-Dec-2015,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,332
21-Dec-2015,NHS LOTHIAN,ST JOHN'S HOSPITAL,174
21-Dec-2015,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,136
21-Dec-2015,NHS ORKNEY,BALFOUR HOSPITAL,17
21-Dec-2015,NHS SHETLAND,GILBERT BAIN HOSPITAL,16
21-Dec-2015,NHS TAYSIDE,ARBROATH INFIRMARY,40
21-Dec-2015,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,17
21-Dec-2015,NHS TAYSIDE,BRECHIN INFIRMARY,6
21-Dec-2015,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,2
21-Dec-2015,NHS TAYSIDE,LINKS HEALTH CENTRE,22
21-Dec-2015,NHS TAYSIDE,NINEWELLS HOSPITAL,136
21-Dec-2015,NHS TAYSIDE,PERTH ROYAL INFIRMARY,70
21-Dec-2015,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,3
21-Dec-2015,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,26
21-Dec-2015,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,21
22-Dec-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,138
22-Dec-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,189
22-Dec-2015,NHS BORDERS,BORDERS GENERAL HOSPITAL,59
22-Dec-2015,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,89
22-Dec-2015,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,28
22-Dec-2015,NHS FIFE,QUEEN MARGARET HOSPITAL,47
22-Dec-2015,NHS FIFE,VICTORIA HOSPITAL,144
22-Dec-2015,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,148
22-Dec-2015,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,38
22-Dec-2015,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,125
22-Dec-2015,NHS GRAMPIAN,DR GRAY'S HOSPITAL,43
22-Dec-2015,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,21
22-Dec-2015,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,233
22-Dec-2015,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,84
22-Dec-2015,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,55
22-Dec-2015,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,245
22-Dec-2015,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,166
22-Dec-2015,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,145
22-Dec-2015,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,38
22-Dec-2015,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,45
22-Dec-2015,NHS GREATER GLASGOW & CLYDE,WEST GLASGOW,28
22-Dec-2015,NHS HIGHLAND,BELFORD HOSPITAL,15
22-Dec-2015,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,15
22-Dec-2015,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,14
22-Dec-2015,NHS HIGHLAND,RAIGMORE HOSPITAL,73
22-Dec-2015,NHS LANARKSHIRE,HAIRMYRES HOSPITAL,144
22-Dec-2015,NHS LANARKSHIRE,MONKLANDS DISTRICT GENERAL HOSPITAL,155
22-Dec-2015,NHS LANARKSHIRE,WISHAW GENERAL HOSPITAL,132
22-Dec-2015,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),121
22-Dec-2015,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,306
22-Dec-2015,NHS LOTHIAN,ST JOHN'S HOSPITAL,142
22-Dec-2015,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,102
22-Dec-2015,NHS ORKNEY,BALFOUR HOSPITAL,16
22-Dec-2015,NHS SHETLAND,GILBERT BAIN HOSPITAL,22
22-Dec-2015,NHS TAYSIDE,ARBROATH INFIRMARY,17
22-Dec-2015,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,7
22-Dec-2015,NHS TAYSIDE,BRECHIN INFIRMARY,6
22-Dec-2015,NHS TAYSIDE,LINKS HEALTH CENTRE,12
22-Dec-2015,NHS TAYSIDE,NINEWELLS HOSPITAL,112
22-Dec-2015,NHS TAYSIDE,PERTH ROYAL INFIRMARY,46
22-Dec-2015,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,6
22-Dec-2015,NHS TAYSIDE,ST MARGARET'S HOSPITAL,1
22-Dec-2015,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,8
22-Dec-2015,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,21
23-Dec-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,99
23-Dec-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,185
23-Dec-2015,NHS BORDERS,BORDERS GENERAL HOSPITAL,53
23-Dec-2015,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,75
23-Dec-2015,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,30
23-Dec-2015,NHS FIFE,QUEEN MARGARET HOSPITAL,40
23-Dec-2015,NHS FIFE,VICTORIA HOSPITAL,145
23-Dec-2015,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,141
23-Dec-2015,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,39
23-Dec-2015,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,121
23-Dec-2015,NHS GRAMPIAN,DR GRAY'S HOSPITAL,61
23-Dec-2015,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,28
23-Dec-2015,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,204
23-Dec-2015,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,68
23-Dec-2015,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,71
23-Dec-2015,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,228
23-Dec-2015,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,141
23-Dec-2015,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,141
23-Dec-2015,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,39
23-Dec-2015,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,30
23-Dec-2015,NHS GREATER GLASGOW & CLYDE,WEST GLASGOW,23
23-Dec-2015,NHS HIGHLAND,BELFORD HOSPITAL,21
23-Dec-2015,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,18
23-Dec-2015,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,20
23-Dec-2015,NHS HIGHLAND,RAIGMORE HOSPITAL,62
23-Dec-2015,NHS LANARKSHIRE,HAIRMYRES HOSPITAL,145
23-Dec-2015,NHS LANARKSHIRE,MONKLANDS DISTRICT GENERAL HOSPITAL,164
23-Dec-2015,NHS LANARKSHIRE,WISHAW GENERAL HOSPITAL,134
23-Dec-2015,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),104
23-Dec-2015,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,256
23-Dec-2015,NHS LOTHIAN,ST JOHN'S HOSPITAL,117
23-Dec-2015,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,87
23-Dec-2015,NHS ORKNEY,BALFOUR HOSPITAL,14
23-Dec-2015,NHS SHETLAND,GILBERT BAIN HOSPITAL,16
23-Dec-2015,NHS TAYSIDE,ARBROATH INFIRMARY,29
23-Dec-2015,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,10
23-Dec-2015,NHS TAYSIDE,BRECHIN INFIRMARY,9
23-Dec-2015,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,2
23-Dec-2015,NHS TAYSIDE,LINKS HEALTH CENTRE,11
23-Dec-2015,NHS TAYSIDE,NINEWELLS HOSPITAL,96
23-Dec-2015,NHS TAYSIDE,PERTH ROYAL INFIRMARY,63
23-Dec-2015,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,6
23-Dec-2015,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,14
23-Dec-2015,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,8
24-Dec-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,99
24-Dec-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,157
24-Dec-2015,NHS BORDERS,BORDERS GENERAL HOSPITAL,37
24-Dec-2015,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,78
24-Dec-2015,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,33
24-Dec-2015,NHS FIFE,QUEEN MARGARET HOSPITAL,34
24-Dec-2015,NHS FIFE,VICTORIA HOSPITAL,121
24-Dec-2015,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,123
24-Dec-2015,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,23
24-Dec-2015,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,91
24-Dec-2015,NHS GRAMPIAN,DR GRAY'S HOSPITAL,44
24-Dec-2015,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,25
24-Dec-2015,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,172
24-Dec-2015,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,77
24-Dec-2015,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,41
24-Dec-2015,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,226
24-Dec-2015,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,127
24-Dec-2015,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,124
24-Dec-2015,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,32
24-Dec-2015,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,32
24-Dec-2015,NHS GREATER GLASGOW & CLYDE,WEST GLASGOW,13
24-Dec-2015,NHS HIGHLAND,BELFORD HOSPITAL,20
24-Dec-2015,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,16
24-Dec-2015,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,9
24-Dec-2015,NHS HIGHLAND,RAIGMORE HOSPITAL,80
24-Dec-2015,NHS LANARKSHIRE,HAIRMYRES HOSPITAL,129
24-Dec-2015,NHS LANARKSHIRE,MONKLANDS DISTRICT GENERAL HOSPITAL,132
24-Dec-2015,NHS LANARKSHIRE,WISHAW GENERAL HOSPITAL,111
24-Dec-2015,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),100
24-Dec-2015,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,244
24-Dec-2015,NHS LOTHIAN,ST JOHN'S HOSPITAL,110
24-Dec-2015,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,95
24-Dec-2015,NHS ORKNEY,BALFOUR HOSPITAL,10
24-Dec-2015,NHS SHETLAND,GILBERT BAIN HOSPITAL,15
24-Dec-2015,NHS TAYSIDE,ARBROATH INFIRMARY,33
24-Dec-2015,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,12
24-Dec-2015,NHS TAYSIDE,BRECHIN INFIRMARY,3
24-Dec-2015,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,1
24-Dec-2015,NHS TAYSIDE,LINKS HEALTH CENTRE,10
24-Dec-2015,NHS TAYSIDE,NINEWELLS HOSPITAL,102
24-Dec-2015,NHS TAYSIDE,PERTH ROYAL INFIRMARY,47
24-Dec-2015,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,3
24-Dec-2015,NHS TAYSIDE,ST MARGARET'S HOSPITAL,4
24-Dec-2015,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,12
24-Dec-2015,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,14
25-Dec-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,80
25-Dec-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,139
25-Dec-2015,NHS BORDERS,BORDERS GENERAL HOSPITAL,51
25-Dec-2015,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,59
25-Dec-2015,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,18
25-Dec-2015,NHS DUMFRIES & GALLOWAY,NEWTON STEWART HOSPITAL,1
25-Dec-2015,NHS FIFE,QUEEN MARGARET HOSPITAL,16
25-Dec-2015,NHS FIFE,VICTORIA HOSPITAL,123
25-Dec-2015,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,124
25-Dec-2015,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,20
25-Dec-2015,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,142
25-Dec-2015,NHS GRAMPIAN,DR GRAY'S HOSPITAL,43
25-Dec-2015,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,22
25-Dec-2015,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,153
25-Dec-2015,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,58
25-Dec-2015,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,20
25-Dec-2015,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,189
25-Dec-2015,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,133
25-Dec-2015,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,104
25-Dec-2015,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,10
25-Dec-2015,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,18
25-Dec-2015,NHS GREATER GLASGOW & CLYDE,WEST GLASGOW,8
25-Dec-2015,NHS HIGHLAND,BELFORD HOSPITAL,14
25-Dec-2015,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,15
25-Dec-2015,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,16
25-Dec-2015,NHS HIGHLAND,RAIGMORE HOSPITAL,56
25-Dec-2015,NHS LANARKSHIRE,HAIRMYRES HOSPITAL,106
25-Dec-2015,NHS LANARKSHIRE,MONKLANDS DISTRICT GENERAL HOSPITAL,93
25-Dec-2015,NHS LANARKSHIRE,WISHAW GENERAL HOSPITAL,131
25-Dec-2015,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),80
25-Dec-2015,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,216
25-Dec-2015,NHS LOTHIAN,ST JOHN'S HOSPITAL,110
25-Dec-2015,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,42
25-Dec-2015,NHS ORKNEY,BALFOUR HOSPITAL,11
25-Dec-2015,NHS SHETLAND,GILBERT BAIN HOSPITAL,12
25-Dec-2015,NHS TAYSIDE,ARBROATH INFIRMARY,28
25-Dec-2015,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,4
25-Dec-2015,NHS TAYSIDE,BRECHIN INFIRMARY,6
25-Dec-2015,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,2
25-Dec-2015,NHS TAYSIDE,LINKS HEALTH CENTRE,15
25-Dec-2015,NHS TAYSIDE,NINEWELLS HOSPITAL,85
25-Dec-2015,NHS TAYSIDE,PERTH ROYAL INFIRMARY,51
25-Dec-2015,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,4
25-Dec-2015,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,11
25-Dec-2015,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,18
26-Dec-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,109
26-Dec-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,144
26-Dec-2015,NHS BORDERS,BORDERS GENERAL HOSPITAL,80
26-Dec-2015,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,95
26-Dec-2015,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,43
26-Dec-2015,NHS DUMFRIES & GALLOWAY,NEWTON STEWART HOSPITAL,1
26-Dec-2015,NHS FIFE,QUEEN MARGARET HOSPITAL,41
26-Dec-2015,NHS FIFE,VICTORIA HOSPITAL,178
26-Dec-2015,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,161
26-Dec-2015,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,24
26-Dec-2015,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,143
26-Dec-2015,NHS GRAMPIAN,DR GRAY'S HOSPITAL,64
26-Dec-2015,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,32
26-Dec-2015,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,214
26-Dec-2015,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,81
26-Dec-2015,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,46
26-Dec-2015,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,291
26-Dec-2015,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,182
26-Dec-2015,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,144
26-Dec-2015,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,24
26-Dec-2015,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,19
26-Dec-2015,NHS GREATER GLASGOW & CLYDE,WEST GLASGOW,15
26-Dec-2015,NHS HIGHLAND,BELFORD HOSPITAL,13
26-Dec-2015,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,19
26-Dec-2015,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,19
26-Dec-2015,NHS HIGHLAND,RAIGMORE HOSPITAL,82
26-Dec-2015,NHS LANARKSHIRE,HAIRMYRES HOSPITAL,153
26-Dec-2015,NHS LANARKSHIRE,MONKLANDS DISTRICT GENERAL HOSPITAL,181
26-Dec-2015,NHS LANARKSHIRE,WISHAW GENERAL HOSPITAL,167
26-Dec-2015,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),117
26-Dec-2015,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,243
26-Dec-2015,NHS LOTHIAN,ST JOHN'S HOSPITAL,134
26-Dec-2015,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,67
26-Dec-2015,NHS ORKNEY,BALFOUR HOSPITAL,11
26-Dec-2015,NHS SHETLAND,GILBERT BAIN HOSPITAL,20
26-Dec-2015,NHS TAYSIDE,ARBROATH INFIRMARY,41
26-Dec-2015,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,14
26-Dec-2015,NHS TAYSIDE,BRECHIN INFIRMARY,10
26-Dec-2015,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,8
26-Dec-2015,NHS TAYSIDE,LINKS HEALTH CENTRE,14
26-Dec-2015,NHS TAYSIDE,NINEWELLS HOSPITAL,124
26-Dec-2015,NHS TAYSIDE,PERTH ROYAL INFIRMARY,77
26-Dec-2015,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,8
26-Dec-2015,NHS TAYSIDE,ST MARGARET'S HOSPITAL,1
26-Dec-2015,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,25
26-Dec-2015,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,16
27-Dec-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,134
27-Dec-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,219
27-Dec-2015,NHS BORDERS,BORDERS GENERAL HOSPITAL,81
27-Dec-2015,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,95
27-Dec-2015,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,33
27-Dec-2015,NHS DUMFRIES & GALLOWAY,NEWTON STEWART HOSPITAL,1
27-Dec-2015,NHS FIFE,QUEEN MARGARET HOSPITAL,52
27-Dec-2015,NHS FIFE,VICTORIA HOSPITAL,163
27-Dec-2015,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,195
27-Dec-2015,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,32
27-Dec-2015,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,171
27-Dec-2015,NHS GRAMPIAN,DR GRAY'S HOSPITAL,67
27-Dec-2015,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,31
27-Dec-2015,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,255
27-Dec-2015,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,95
27-Dec-2015,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,68
27-Dec-2015,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,245
27-Dec-2015,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,173
27-Dec-2015,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,147
27-Dec-2015,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,44
27-Dec-2015,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,27
27-Dec-2015,NHS GREATER GLASGOW & CLYDE,WEST GLASGOW,22
27-Dec-2015,NHS HIGHLAND,BELFORD HOSPITAL,20
27-Dec-2015,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,17
27-Dec-2015,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,19
27-Dec-2015,NHS HIGHLAND,RAIGMORE HOSPITAL,91
27-Dec-2015,NHS LANARKSHIRE,HAIRMYRES HOSPITAL,157
27-Dec-2015,NHS LANARKSHIRE,MONKLANDS DISTRICT GENERAL HOSPITAL,165
27-Dec-2015,NHS LANARKSHIRE,WISHAW GENERAL HOSPITAL,162
27-Dec-2015,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),116
27-Dec-2015,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,297
27-Dec-2015,NHS LOTHIAN,ST JOHN'S HOSPITAL,160
27-Dec-2015,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,72
27-Dec-2015,NHS ORKNEY,BALFOUR HOSPITAL,13
27-Dec-2015,NHS SHETLAND,GILBERT BAIN HOSPITAL,19
27-Dec-2015,NHS TAYSIDE,ARBROATH INFIRMARY,57
27-Dec-2015,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,17
27-Dec-2015,NHS TAYSIDE,BRECHIN INFIRMARY,5
27-Dec-2015,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,7
27-Dec-2015,NHS TAYSIDE,LINKS HEALTH CENTRE,14
27-Dec-2015,NHS TAYSIDE,NINEWELLS HOSPITAL,140
27-Dec-2015,NHS TAYSIDE,PERTH ROYAL INFIRMARY,81
27-Dec-2015,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,9
27-Dec-2015,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,21
27-Dec-2015,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,22
28-Dec-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,135
28-Dec-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,198
28-Dec-2015,NHS BORDERS,BORDERS GENERAL HOSPITAL,96
28-Dec-2015,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,142
28-Dec-2015,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,40
28-Dec-2015,NHS FIFE,QUEEN MARGARET HOSPITAL,67
28-Dec-2015,NHS FIFE,VICTORIA HOSPITAL,208
28-Dec-2015,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,207
28-Dec-2015,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,43
28-Dec-2015,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,180
28-Dec-2015,NHS GRAMPIAN,DR GRAY'S HOSPITAL,79
28-Dec-2015,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,39
28-Dec-2015,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,274
