Arrival Date,Treatment NHS Board Description - as at date of episode,Location Name,Number Of Attendances
17-Jul-17,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,159
17-Jul-17,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,53
17-Jul-17,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,66
17-Jul-17,NHS HIGHLAND,BELFORD HOSPITAL,34
17-Jul-17,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,19
17-Jul-17,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,36
17-Jul-17,NHS HIGHLAND,RAIGMORE HOSPITAL,107
17-Jul-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL HAIRMYRES,211
17-Jul-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL MONKLANDS ,201
17-Jul-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL WISHAW ,213
17-Jul-17,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),121
17-Jul-17,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,365
17-Jul-17,NHS LOTHIAN,ST JOHN'S HOSPITAL,160
17-Jul-17,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,181
17-Jul-17,NHS ORKNEY,BALFOUR HOSPITAL,18
17-Jul-17,NHS SHETLAND,GILBERT BAIN HOSPITAL,20
17-Jul-17,NHS TAYSIDE,ARBROATH INFIRMARY,42
17-Jul-17,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,12
17-Jul-17,NHS TAYSIDE,BRECHIN INFIRMARY,6
17-Jul-17,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,3
17-Jul-17,NHS TAYSIDE,LINKS HEALTH CENTRE,8
17-Jul-17,NHS TAYSIDE,NINEWELLS HOSPITAL,137
17-Jul-17,NHS TAYSIDE,PERTH ROYAL INFIRMARY,61
17-Jul-17,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,11
17-Jul-17,NHS TAYSIDE,ST MARGARET'S HOSPITAL,1
17-Jul-17,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,19
17-Jul-17,NHS WESTERN ISLES,UIST & BARRA HOSPITAL,7
17-Jul-17,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,20
18-Jul-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,113
18-Jul-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,180
18-Jul-17,NHS BORDERS,BORDERS GENERAL HOSPITAL,95
18-Jul-17,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,100
18-Jul-17,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,42
18-Jul-17,NHS FIFE,ADAMSON HOSPITAL,9
18-Jul-17,NHS FIFE,QUEEN MARGARET HOSPITAL,47
18-Jul-17,NHS FIFE,ST ANDREWS COMMUNITY HOSPITAL,17
18-Jul-17,NHS FIFE,VICTORIA HOSPITAL,199
18-Jul-17,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,186
18-Jul-17,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,50
18-Jul-17,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,144
18-Jul-17,NHS GRAMPIAN,DR GRAY'S HOSPITAL,55
18-Jul-17,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,28
18-Jul-17,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,286
18-Jul-17,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,94
18-Jul-17,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,96
18-Jul-17,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,269
18-Jul-17,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,190
18-Jul-17,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,129
18-Jul-17,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,61
18-Jul-17,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,60
18-Jul-17,NHS HIGHLAND,BELFORD HOSPITAL,37
18-Jul-17,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,23
18-Jul-17,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,14
18-Jul-17,NHS HIGHLAND,RAIGMORE HOSPITAL,97
18-Jul-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL HAIRMYRES,205
18-Jul-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL MONKLANDS ,201
18-Jul-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL WISHAW ,205
18-Jul-17,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),117
18-Jul-17,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,313
18-Jul-17,NHS LOTHIAN,ST JOHN'S HOSPITAL,157
18-Jul-17,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,115
18-Jul-17,NHS ORKNEY,BALFOUR HOSPITAL,13
18-Jul-17,NHS SHETLAND,GILBERT BAIN HOSPITAL,15
18-Jul-17,NHS TAYSIDE,ARBROATH INFIRMARY,37
18-Jul-17,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,7
18-Jul-17,NHS TAYSIDE,BRECHIN INFIRMARY,5
18-Jul-17,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,4
18-Jul-17,NHS TAYSIDE,LINKS HEALTH CENTRE,16
18-Jul-17,NHS TAYSIDE,NINEWELLS HOSPITAL,132
18-Jul-17,NHS TAYSIDE,PERTH ROYAL INFIRMARY,84
18-Jul-17,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,11
18-Jul-17,NHS TAYSIDE,ST MARGARET'S HOSPITAL,3
18-Jul-17,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,14
18-Jul-17,NHS WESTERN ISLES,UIST & BARRA HOSPITAL,7
18-Jul-17,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,17
19-Jul-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,114
19-Jul-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,226
19-Jul-17,NHS BORDERS,BORDERS GENERAL HOSPITAL,78
19-Jul-17,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,127
19-Jul-17,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,38
19-Jul-17,NHS FIFE,ADAMSON HOSPITAL,9
19-Jul-17,NHS FIFE,QUEEN MARGARET HOSPITAL,56
19-Jul-17,NHS FIFE,ST ANDREWS COMMUNITY HOSPITAL,13
19-Jul-17,NHS FIFE,VICTORIA HOSPITAL,152
19-Jul-17,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,185
19-Jul-17,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,53
19-Jul-17,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,150
19-Jul-17,NHS GRAMPIAN,DR GRAY'S HOSPITAL,70
19-Jul-17,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,32
19-Jul-17,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,236
19-Jul-17,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,79
19-Jul-17,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,111
19-Jul-17,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,301
19-Jul-17,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,170
19-Jul-17,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,140
19-Jul-17,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,60
19-Jul-17,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,58
19-Jul-17,NHS HIGHLAND,BELFORD HOSPITAL,30
19-Jul-17,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,21
19-Jul-17,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,30
19-Jul-17,NHS HIGHLAND,RAIGMORE HOSPITAL,122
19-Jul-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL HAIRMYRES,191
19-Jul-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL MONKLANDS ,206
19-Jul-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL WISHAW ,205
19-Jul-17,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),108
19-Jul-17,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,323
19-Jul-17,NHS LOTHIAN,ST JOHN'S HOSPITAL,133
19-Jul-17,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,125
19-Jul-17,NHS ORKNEY,BALFOUR HOSPITAL,17
19-Jul-17,NHS SHETLAND,GILBERT BAIN HOSPITAL,24
19-Jul-17,NHS TAYSIDE,ARBROATH INFIRMARY,37
19-Jul-17,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,8
19-Jul-17,NHS TAYSIDE,BRECHIN INFIRMARY,3
19-Jul-17,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,7
19-Jul-17,NHS TAYSIDE,LINKS HEALTH CENTRE,13
19-Jul-17,NHS TAYSIDE,NINEWELLS HOSPITAL,109
19-Jul-17,NHS TAYSIDE,PERTH ROYAL INFIRMARY,62
19-Jul-17,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,10
19-Jul-17,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,16
19-Jul-17,NHS WESTERN ISLES,UIST & BARRA HOSPITAL,6
19-Jul-17,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,25
20-Jul-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,94
20-Jul-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,188
20-Jul-17,NHS BORDERS,BORDERS GENERAL HOSPITAL,72
20-Jul-17,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,112
20-Jul-17,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,41
20-Jul-17,NHS DUMFRIES & GALLOWAY,NEWTON STEWART HOSPITAL,3
20-Jul-17,NHS FIFE,ADAMSON HOSPITAL,3
20-Jul-17,NHS FIFE,QUEEN MARGARET HOSPITAL,61
20-Jul-17,NHS FIFE,ST ANDREWS COMMUNITY HOSPITAL,13
20-Jul-17,NHS FIFE,VICTORIA HOSPITAL,168
20-Jul-17,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,198
20-Jul-17,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,50
20-Jul-17,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,130
20-Jul-17,NHS GRAMPIAN,DR GRAY'S HOSPITAL,65
20-Jul-17,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,26
20-Jul-17,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,231
20-Jul-17,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,89
20-Jul-17,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,95
20-Jul-17,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,287
20-Jul-17,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,169
20-Jul-17,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,134
20-Jul-17,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,50
20-Jul-17,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,53
20-Jul-17,NHS HIGHLAND,BELFORD HOSPITAL,28
20-Jul-17,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,22
20-Jul-17,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,25
20-Jul-17,NHS HIGHLAND,RAIGMORE HOSPITAL,94
20-Jul-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL HAIRMYRES,173
20-Jul-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL MONKLANDS ,190
20-Jul-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL WISHAW ,195
20-Jul-17,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),111
20-Jul-17,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,297
20-Jul-17,NHS LOTHIAN,ST JOHN'S HOSPITAL,129
20-Jul-17,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,141
20-Jul-17,NHS ORKNEY,BALFOUR HOSPITAL,18
20-Jul-17,NHS SHETLAND,GILBERT BAIN HOSPITAL,21
20-Jul-17,NHS TAYSIDE,ARBROATH INFIRMARY,36
20-Jul-17,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,10
20-Jul-17,NHS TAYSIDE,BRECHIN INFIRMARY,5
20-Jul-17,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,6
20-Jul-17,NHS TAYSIDE,LINKS HEALTH CENTRE,11
20-Jul-17,NHS TAYSIDE,NINEWELLS HOSPITAL,108
20-Jul-17,NHS TAYSIDE,PERTH ROYAL INFIRMARY,82
20-Jul-17,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,9
20-Jul-17,NHS TAYSIDE,ST MARGARET'S HOSPITAL,2
20-Jul-17,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,14
20-Jul-17,NHS WESTERN ISLES,UIST & BARRA HOSPITAL,8
20-Jul-17,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,27
21-Jul-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,75
21-Jul-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,172
21-Jul-17,NHS BORDERS,BORDERS GENERAL HOSPITAL,83
21-Jul-17,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,98
21-Jul-17,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,29
21-Jul-17,NHS DUMFRIES & GALLOWAY,NEWTON STEWART HOSPITAL,1
21-Jul-17,NHS FIFE,ADAMSON HOSPITAL,2
21-Jul-17,NHS FIFE,QUEEN MARGARET HOSPITAL,52
21-Jul-17,NHS FIFE,ST ANDREWS COMMUNITY HOSPITAL,12
21-Jul-17,NHS FIFE,VICTORIA HOSPITAL,149
21-Jul-17,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,166
21-Jul-17,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,41
21-Jul-17,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,134
21-Jul-17,NHS GRAMPIAN,DR GRAY'S HOSPITAL,62
21-Jul-17,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,29
21-Jul-17,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,254
21-Jul-17,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,82
21-Jul-17,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,92
21-Jul-17,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,256
21-Jul-17,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,152
21-Jul-17,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,133
21-Jul-17,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,50
21-Jul-17,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,43
21-Jul-17,NHS HIGHLAND,BELFORD HOSPITAL,26
21-Jul-17,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,25
21-Jul-17,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,31
21-Jul-17,NHS HIGHLAND,RAIGMORE HOSPITAL,101
21-Jul-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL HAIRMYRES,172
21-Jul-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL MONKLANDS ,188
21-Jul-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL WISHAW ,182
21-Jul-17,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),117
21-Jul-17,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,303
21-Jul-17,NHS LOTHIAN,ST JOHN'S HOSPITAL,133
21-Jul-17,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,138
21-Jul-17,NHS ORKNEY,BALFOUR HOSPITAL,22
21-Jul-17,NHS SHETLAND,GILBERT BAIN HOSPITAL,19
21-Jul-17,NHS TAYSIDE,ARBROATH INFIRMARY,37
21-Jul-17,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,13
21-Jul-17,NHS TAYSIDE,BRECHIN INFIRMARY,3
21-Jul-17,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,3
21-Jul-17,NHS TAYSIDE,LINKS HEALTH CENTRE,13
21-Jul-17,NHS TAYSIDE,NINEWELLS HOSPITAL,124
21-Jul-17,NHS TAYSIDE,PERTH ROYAL INFIRMARY,81
21-Jul-17,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,8
21-Jul-17,NHS TAYSIDE,ST MARGARET'S HOSPITAL,1
21-Jul-17,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,13
21-Jul-17,NHS WESTERN ISLES,UIST & BARRA HOSPITAL,5
21-Jul-17,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,22
22-Jul-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,105
22-Jul-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,146
22-Jul-17,NHS BORDERS,BORDERS GENERAL HOSPITAL,75
22-Jul-17,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,99
22-Jul-17,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,36
22-Jul-17,NHS FIFE,QUEEN MARGARET HOSPITAL,45
22-Jul-17,NHS FIFE,VICTORIA HOSPITAL,161
22-Jul-17,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,171
22-Jul-17,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,52
22-Jul-17,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,159
22-Jul-17,NHS GRAMPIAN,DR GRAY'S HOSPITAL,86
22-Jul-17,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,35
22-Jul-17,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,215
22-Jul-17,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,70
22-Jul-17,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,66
22-Jul-17,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,244
22-Jul-17,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,158
22-Jul-17,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,137
22-Jul-17,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,46
22-Jul-17,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,40
22-Jul-17,NHS HIGHLAND,BELFORD HOSPITAL,31
22-Jul-17,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,31
22-Jul-17,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,28
22-Jul-17,NHS HIGHLAND,RAIGMORE HOSPITAL,119
22-Jul-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL HAIRMYRES,144
22-Jul-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL MONKLANDS ,132
22-Jul-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL WISHAW ,141
22-Jul-17,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),97
22-Jul-17,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,316
22-Jul-17,NHS LOTHIAN,ST JOHN'S HOSPITAL,135
22-Jul-17,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,91
22-Jul-17,NHS ORKNEY,BALFOUR HOSPITAL,11
22-Jul-17,NHS SHETLAND,GILBERT BAIN HOSPITAL,22
22-Jul-17,NHS TAYSIDE,ARBROATH INFIRMARY,58
22-Jul-17,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,9
22-Jul-17,NHS TAYSIDE,BRECHIN INFIRMARY,5
22-Jul-17,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,3
22-Jul-17,NHS TAYSIDE,LINKS HEALTH CENTRE,19
22-Jul-17,NHS TAYSIDE,NINEWELLS HOSPITAL,129
22-Jul-17,NHS TAYSIDE,PERTH ROYAL INFIRMARY,72
22-Jul-17,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,12
22-Jul-17,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,18
22-Jul-17,NHS WESTERN ISLES,UIST & BARRA HOSPITAL,9
22-Jul-17,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,34
23-Jul-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,121
23-Jul-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,218
23-Jul-17,NHS BORDERS,BORDERS GENERAL HOSPITAL,65
23-Jul-17,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,116
23-Jul-17,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,37
23-Jul-17,NHS FIFE,QUEEN MARGARET HOSPITAL,61
23-Jul-17,NHS FIFE,VICTORIA HOSPITAL,165
23-Jul-17,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,204
23-Jul-17,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,57
23-Jul-17,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,192
23-Jul-17,NHS GRAMPIAN,DR GRAY'S HOSPITAL,66
23-Jul-17,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,43
23-Jul-17,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,246
23-Jul-17,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,82
23-Jul-17,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,89
23-Jul-17,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,309
23-Jul-17,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,181
23-Jul-17,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,137
23-Jul-17,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,39
23-Jul-17,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,37
23-Jul-17,NHS HIGHLAND,BELFORD HOSPITAL,38
23-Jul-17,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,25
23-Jul-17,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,32
23-Jul-17,NHS HIGHLAND,RAIGMORE HOSPITAL,94
23-Jul-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL HAIRMYRES,177
23-Jul-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL MONKLANDS ,172
23-Jul-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL WISHAW ,191
23-Jul-17,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),106
23-Jul-17,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,312
23-Jul-17,NHS LOTHIAN,ST JOHN'S HOSPITAL,149
23-Jul-17,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,100
23-Jul-17,NHS ORKNEY,BALFOUR HOSPITAL,21
23-Jul-17,NHS SHETLAND,GILBERT BAIN HOSPITAL,21
23-Jul-17,NHS TAYSIDE,ARBROATH INFIRMARY,65
23-Jul-17,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,10
23-Jul-17,NHS TAYSIDE,BRECHIN INFIRMARY,7
23-Jul-17,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,3
23-Jul-17,NHS TAYSIDE,LINKS HEALTH CENTRE,21
23-Jul-17,NHS TAYSIDE,NINEWELLS HOSPITAL,152
23-Jul-17,NHS TAYSIDE,PERTH ROYAL INFIRMARY,83
23-Jul-17,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,19
23-Jul-17,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,19
23-Jul-17,NHS WESTERN ISLES,UIST & BARRA HOSPITAL,3
23-Jul-17,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,36
24-Jul-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,138
24-Jul-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,209
24-Jul-17,NHS BORDERS,BORDERS GENERAL HOSPITAL,93
24-Jul-17,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,121
24-Jul-17,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,44
24-Jul-17,NHS FIFE,ADAMSON HOSPITAL,5
24-Jul-17,NHS FIFE,QUEEN MARGARET HOSPITAL,67
24-Jul-17,NHS FIFE,ST ANDREWS COMMUNITY HOSPITAL,20
24-Jul-17,NHS FIFE,VICTORIA HOSPITAL,201
24-Jul-17,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,207
24-Jul-17,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,40
24-Jul-17,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,161
24-Jul-17,NHS GRAMPIAN,DR GRAY'S HOSPITAL,79
24-Jul-17,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,46
24-Jul-17,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,275
